"singular","IP","experimentName","group","picture","response0","see_pl","see_sg","sound1","sound2","time","trialnumber","userCode","userFileName","view","pl.exists","remove","plural","vowel","shape","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"s-fup","71.192.161.210","fixed4b01","trochee","puzzle","nis-fup","false","false",3,NA,2011-11-01 14:18:06,45,"YXK4 71.192.161.210",4,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","108.43.142.13","fixed4b01","trochee","cake","s-fip","false","true",1,1,2011-11-02 14:46:28,16,"GNQ108 108.43.142.13",108,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","24.98.219.158","fixed4b01","iamb","fish","s-fip","false","true",1,1,2011-11-02 09:19:31,10,"JBR93 24.98.219.158",93,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","68.36.27.194","fixed4b01","trochee","lion","nis-fup","false","true",1,NA,2011-11-01 14:26:39,22,"IVC11 68.36.27.194",11,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","147.9.141.88","fixed4b01","trochee","ipod","su-fip","false","false",1,NA,2011-11-02 14:37:14,45,"BDG104 147.9.141.88",104,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","69.133.116.105","fixed4b01","iamb","rainbow","s-fip","false","true",1,NA,2011-11-01 14:55:21,23,"ZBH15 69.133.116.105",15,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","69.43.129.125","fixed4b01","trochee","plant","se-fup","false","true",2,NA,2011-11-01 17:10:35,22,"GNS28 69.43.129.125",28,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","67.124.10.165","fixed4b01","iamb","dress","s-fip","false","true",1,1,2011-11-02 06:06:08,18,"SNG80 67.124.10.165",80,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","67.86.79.15","fixed4b01","iamb","earth","nis-fup","false","false",2,NA,2011-11-02 04:57:40,43,"VHL70 67.86.79.15",70,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","173.70.86.63","fixed4b01","trochee","dress","sefop","false","false",1,NA,2011-11-01 19:54:51,48,"HZB59 173.70.86.63",59,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","71.254.88.120","fixed4b01","iamb","chair","s-fop","false","true",3,NA,2011-11-01 18:07:42,24,"ONH36 71.254.88.120",36,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"s-fup","71.197.29.166","fixed4b01","iamb","dinosaur","","true","true",1,1,2011-11-01 18:43:07,7,"THK48 71.197.29.166",48,"train.ejs",FALSE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","64.134.228.2","fixed4b01","trochee","tree","s-fupaj","false","true",1,NA,2011-11-01 17:18:37,28,"BAK32 64.134.228.2",32,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","65.50.34.222","fixed4b01","iamb","witch","s-fip","false","true",1,NA,2011-11-02 10:45:19,28,"WIZ95 65.50.34.222",95,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","50.8.10.85","fixed4b01","iamb","hippo","s-fop","false","false",1,NA,2011-11-02 06:51:07,39,"UAT89 50.8.10.85",89,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"s-fup","69.255.196.246","fixed4b01","iamb","acorn","s-fip","false","true",1,NA,2011-11-01 20:01:39,33,"CAY61 69.255.196.246",61,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","76.177.73.208","fixed4b01","trochee","icecream","s-feep","false","false",1,NA,2011-11-01 17:13:38,43,"HAX29 76.177.73.208",29,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","68.111.84.165","fixed4b01","iamb","unicycle","s-fip","false","true",1,NA,2011-11-01 20:07:31,29,"JFZ62 68.111.84.165",62,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","24.73.0.252","fixed4b01","iamb","house","s-nifup","false","false",1,NA,2011-11-01 17:01:38,41,"BTX21 24.73.0.252",21,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"s-fup","208.54.86.252","fixed4b01","trochee","piglet","s-fip","false","true",1,1,2011-11-02 15:34:07,18,"FQL112 208.54.86.252",112,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","76.179.18.106","fixed4b01","iamb","trampoline","z-fip","false","false",1,NA,2011-11-01 14:28:34,35,"PYK11 76.179.18.106",11,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","24.255.35.67","fixed4b01","trochee","panda","s-fip","false","true",1,NA,2011-11-02 14:35:26,33,"NVU105 24.255.35.67",105,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","97.97.150.33","fixed4b01","iamb","car","s-fip","false","true",1,1,2011-11-01 17:20:58,18,"OKA34 97.97.150.33",34,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","72.225.17.119","fixed4b01","iamb","sumo","s-fip","false","true",1,1,2011-11-01 19:45:37,18,"PTW56 72.225.17.119",56,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","76.198.225.74","fixed4b01","iamb","bunny","s-fip","false","true",1,NA,2011-11-02 10:43:02,24,"FVC94 76.198.225.74",94,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","98.164.215.165","fixed4b01","iamb","ladybug","s-fip","false","true",1,1,2011-11-01 19:43:04,12,"CAU56 98.164.215.165",56,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","50.13.201.36","fixed4b01","trochee","acorn","s-fip","false","true",1,NA,2011-11-01 20:24:19,26,"WYQ66 50.13.201.36",66,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","173.202.69.87","fixed4b01","trochee","truck","s-fip","false","true",1,1,2011-11-02 14:12:18,19,"VPX101 173.202.69.87",101,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","98.85.220.20","fixed4b01","iamb","dog","s-fep","false","true",1,NA,2011-11-01 19:48:34,24,"EAQ57 98.85.220.20",57,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","e","ue",FALSE,"-e","iamb",TRUE,FALSE
"s-fup","173.162.212.50","fixed4b01","iamb","eye","s-fip","false","true",1,1,2011-11-02 09:02:08,19,"CBC90 173.162.212.50",90,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","24.20.45.219","fixed4b01","trochee","trampoline","s-fip","false","true",1,NA,2011-11-01 14:20:42,21,"ZXC8 24.20.45.219",8,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","165.123.204.47","fixed4b01","iamb","squirrel","s-fip","false","true",1,NA,2011-11-01 19:54:27,26,"YWK60 165.123.204.47",60,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","74.243.216.236","fixed4b01","trochee","hippo","s-fip","false","true",1,1,2011-11-02 14:56:54,12,"UJA110 74.243.216.236",110,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","24.179.68.128","fixed4b01","iamb","acorn","s-fop","false","true",1,NA,2011-11-02 12:18:30,34,"TPT97 24.179.68.128",97,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"s-fup","50.82.4.160","fixed4b01","trochee","heart","nis-fuk","false","false",1,NA,2011-11-01 14:19:53,45,"EXE6 50.82.4.160",6,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","98.209.144.108","fixed4b01","trochee","apple","nis-fup","false","true",1,NA,2011-11-01 18:14:01,32,"NJH41 98.209.144.108",41,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","71.215.177.196","fixed4b01","trochee","dog","nis-fup","false","true",1,NA,2011-11-01 18:13:32,32,"XQS40 71.215.177.196",40,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","68.191.178.26","fixed4b01","trochee","damsel","s-fip","false","true",1,1,2011-11-02 14:07:39,9,"SZJ100 68.191.178.26",100,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","144.89.189.131","fixed4b01","iamb","unicycle","s-fot","false","false",1,NA,2011-11-01 18:29:47,45,"GQI44 144.89.189.131",44,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"s-fup","24.5.222.97","fixed4b01","trochee","fridge","s-fip","false","false",1,NA,2011-11-02 14:49:34,38,"HOD107 24.5.222.97",107,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","98.228.99.214","fixed4b01","trochee","trampoline","s-fip","false","true",1,NA,2011-11-02 14:58:26,21,"TBI109 98.228.99.214",109,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","71.12.171.84","fixed4b01","iamb","fridge","s-fip","false","true",1,1,2011-11-01 19:12:34,16,"RAL51 71.12.171.84",51,"train.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-fup","108.70.71.53","fixed4b01","iamb","butterfly","nis-fup","false","true",1,NA,2011-11-01 16:52:25,34,"NHQ22 108.70.71.53",22,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"s-fup","71.218.62.224","fixed4b01","iamb","bird","s-fip","false","true",1,NA,2011-11-02 12:19:53,32,"PKR98 71.218.62.224",98,"test.ejs",TRUE,FALSE,"s-fip","u","iamb","səfup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"s-sach","76.200.133.109","fixed4b01","iamb","top","nis-sach","false","true",1,NA,2011-11-01 17:26:10,33,"GCI34 76.200.133.109",34,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","69.253.145.89","fixed4b01","trochee","ear","shisusa-ch","false","false",1,NA,2011-11-02 14:35:09,42,"RXQ103 69.253.145.89",103,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","68.83.216.46","fixed4b01","trochee","piglet","nis-sach","false","true",1,NA,2011-11-01 18:28:19,20,"HYE44 68.83.216.46",44,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","173.202.69.87","fixed4b01","trochee","house","nis-sach","false","true",1,1,2011-11-02 14:11:36,15,"VPX101 173.202.69.87",101,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","69.207.36.82","fixed4b01","trochee","house","nis-sach","false","true",1,NA,2011-11-01 18:08:30,28,"VTK38 69.207.36.82",38,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","76.177.73.208","fixed4b01","trochee","score","nis-sach","false","true",1,NA,2011-11-01 17:12:04,32,"HAX29 76.177.73.208",29,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","74.243.216.236","fixed4b01","trochee","hat","nis-sach","false","true",1,1,2011-11-02 14:57:17,13,"UJA110 74.243.216.236",110,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","165.123.204.47","fixed4b01","iamb","duck","nis-sach","false","true",1,NA,2011-11-01 19:55:48,34,"YWK60 165.123.204.47",60,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","69.133.116.105","fixed4b01","iamb","flag","","true","true",1,1,2011-11-01 14:47:05,8,"ZBH15 69.133.116.105",15,"train.ejs",FALSE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","208.54.39.132","fixed4b01","iamb","piglet","","true","true",1,1,2011-11-01 17:09:34,4,"ZCC30 208.54.39.132",30,"train.ejs",FALSE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","122.203.92.186","fixed4b01","trochee","piglet","nis-sach","false","true",1,NA,2011-11-01 19:51:55,28,"EPS59 122.203.92.186",59,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","68.111.84.165","fixed4b01","iamb","surfer","nisus-ahch","false","false",1,NA,2011-11-01 20:10:28,49,"JFZ62 68.111.84.165",62,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","50.51.6.133","fixed4b01","trochee","mickey","s-sich","false","true",1,NA,2011-11-01 16:44:08,31,"CFX18 50.51.6.133",18,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"s-sach","76.198.225.74","fixed4b01","iamb","bed","nis-sach","false","false",2,NA,2011-11-02 10:49:32,47,"FVC94 76.198.225.74",94,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","24.20.45.219","fixed4b01","trochee","jaguar","nis-sach","false","false",1,NA,2011-11-01 14:23:30,36,"ZXC8 24.20.45.219",8,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","69.255.196.246","fixed4b01","iamb","skull","sus-sich","false","false",1,NA,2011-11-01 20:03:28,42,"CAY61 69.255.196.246",61,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","71.197.29.166","fixed4b01","iamb","banana","nis-sach","false","false",1,NA,2011-11-01 18:48:11,37,"THK48 71.197.29.166",48,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","75.21.87.84","fixed4b01","iamb","hat","nis-sach","false","true",1,1,2011-11-01 16:37:27,11,"MCN19 75.21.87.84",19,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","98.231.56.109","fixed4b01","iamb","fridge","s-sich","false","true",1,NA,2011-11-02 10:44:33,27,"MXA96 98.231.56.109",96,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"s-sach","75.54.237.220","fixed4b01","trochee","clown","nis-sach","false","true",1,1,2011-11-02 15:34:59,19,"YOW112 75.54.237.220",112,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","24.73.0.252","fixed4b01","iamb","panda","nis-sach","false","true",1,NA,2011-11-01 16:55:17,22,"BTX21 24.73.0.252",21,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","68.36.27.194","fixed4b01","trochee","trampoline","","true","true",1,2,2011-11-01 14:23:50,6,"IVC11 68.36.27.194",11,"train.ejs",FALSE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","66.27.107.224","fixed4b01","trochee","superhero","s-such","false","false",1,NA,2011-11-02 14:48:45,37,"NQX107 66.27.107.224",107,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","u","au",FALSE,"-u","iamb",TRUE,FALSE
"s-sach","108.70.71.53","fixed4b01","iamb","cake","nis-sch","false","false",2,NA,2011-11-01 16:55:21,42,"NHQ22 108.70.71.53",22,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","147.9.141.88","fixed4b01","trochee","acorn","nisusa-ch","false","false",1,NA,2011-11-02 14:36:47,42,"BDG104 147.9.141.88",104,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","98.209.144.108","fixed4b01","trochee","bunny","","true","true",1,1,2011-11-01 18:09:57,7,"NJH41 98.209.144.108",41,"train.ejs",FALSE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","99.156.238.151","fixed4b01","trochee","penguin","nes-sach","false","true",1,1,2011-11-01 14:17:28,15,"JBQ8 99.156.238.151",8,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","68.190.54.152","fixed4b01","trochee","llama","sisc-h","false","false",1,NA,2011-11-01 18:25:58,46,"RDO43 68.190.54.152",43,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","i","ai",FALSE,"i-","trochee",FALSE,FALSE
"s-sach","98.164.215.165","fixed4b01","iamb","queen","nis-sach","false","true",1,1,2011-11-01 19:42:46,10,"CAU56 98.164.215.165",56,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","74.89.75.130","fixed4b01","trochee","dog","","true","true",1,1,2011-11-01 14:12:46,8,"MQU6 74.89.75.130",6,"train.ejs",FALSE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"s-sach","108.2.82.178","fixed4b01","iamb","flag","s-sich","false","true",1,NA,2011-11-02 09:09:34,30,"XGH91 108.2.82.178",91,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"s-sach","69.124.251.235","fixed4b01","iamb","dress","nis-sach","false","true",1,1,2011-11-01 21:05:46,15,"RWT67 69.124.251.235",67,"train.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","152.2.218.131","fixed4b01","iamb","glasses","nis-sach","false","false",1,NA,2011-11-02 06:12:18,49,"JDI79 152.2.218.131",79,"test.ejs",TRUE,FALSE,"s-sachni","a","iamb","səsaʧ","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"s-sach","144.89.189.131","fixed4b01","iamb","icecream","","true","true",1,1,2011-11-01 18:24:03,7,"GQI44 144.89.189.131",44,"train.ejs",FALSE,FALSE,"s-sachni","a","iamb","səsaʧ","","a",FALSE,"","",FALSE,FALSE
"sag-ch","208.54.90.214","fixed4b01","iamb","bottle","nisag-ch","false","true",1,1,2011-11-02 13:15:09,11,"KVA99 208.54.90.214",99,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","67.41.99.209","fixed4b01","trochee","bird","nisag-ch","false","true",1,NA,2011-11-02 15:01:04,30,"KAR111 67.41.99.209",111,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","24.20.45.219","fixed4b01","trochee","phone","nisag-ch","false","true",1,NA,2011-11-01 14:22:34,33,"ZXC8 24.20.45.219",8,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","96.39.33.2","fixed4b01","iamb","truck","nisag-ch","false","true",1,NA,2011-11-02 05:56:35,33,"NGI78 96.39.33.2",78,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","66.212.221.41","fixed4b01","iamb","robot","nisag-ch","false","true",2,1,2011-11-01 19:44:02,14,"PXS54 66.212.221.41",54,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","71.197.29.166","fixed4b01","iamb","bicycle","nisag-ch","false","false",1,NA,2011-11-01 18:48:36,39,"THK48 71.197.29.166",48,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","50.8.10.85","fixed4b01","iamb","ball","ni-sag-ch","false","true",1,1,2011-11-02 06:43:45,9,"UAT89 50.8.10.85",89,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"","",FALSE,FALSE
"sag-ch","69.207.36.82","fixed4b01","trochee","dog","nisag-etch","false","false",4,NA,2011-11-01 18:12:13,40,"VTK38 69.207.36.82",38,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","","a",FALSE,"","",FALSE,FALSE
"sag-ch","174.126.133.36","fixed4b01","trochee","lantern","nisag-ch","false","true",1,NA,2011-11-01 14:45:34,22,"RKQ14 174.126.133.36",14,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","98.85.220.20","fixed4b01","iamb","couch","s-hach","false","false",1,NA,2011-11-01 19:52:01,45,"EAQ57 98.85.220.20",57,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"-a","iamb",FALSE,FALSE
"sag-ch","66.27.107.224","fixed4b01","trochee","anteater","s-gich","false","false",1,NA,2011-11-02 14:48:57,38,"NQX107 66.27.107.224",107,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","i","ai",FALSE,"-i","iamb",FALSE,FALSE
"sag-ch","144.89.189.131","fixed4b01","iamb","phone","seg-ch","false","true",1,NA,2011-11-01 18:27:49,30,"GQI44 144.89.189.131",44,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","e","ae",FALSE,"e-","trochee",TRUE,FALSE
"sag-ch","69.255.196.246","fixed4b01","iamb","dinosaur","nisag-ch","false","true",1,1,2011-11-01 19:58:55,18,"CAY61 69.255.196.246",61,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","50.13.201.36","fixed4b01","trochee","lion","nisag-ch","false","true",1,NA,2011-11-01 20:25:41,30,"WYQ66 50.13.201.36",66,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","75.109.143.146","fixed4b01","trochee","couch","nisag-ch","false","true",1,1,2011-11-01 18:49:03,16,"REN49 75.109.143.146",49,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","147.9.141.88","fixed4b01","trochee","drum","nisag-ch","false","true",1,NA,2011-11-02 14:32:10,21,"BDG104 147.9.141.88",104,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","67.86.79.15","fixed4b01","iamb","church","nisag-ch","false","true",1,1,2011-11-02 04:49:50,12,"VHL70 67.86.79.15",70,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","71.215.177.196","fixed4b01","trochee","sumo","nisag-ch","false","true",1,1,2011-11-01 18:10:32,13,"XQS40 71.215.177.196",40,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","209.6.29.139","fixed4b01","iamb","eye","nisag-ch","false","true",1,1,2011-11-01 18:16:13,16,"ZPH42 209.6.29.139",42,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","152.2.218.131","fixed4b01","iamb","witch","nisag-ch","false","false",2,NA,2011-11-02 06:11:36,45,"JDI79 152.2.218.131",79,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","76.198.225.74","fixed4b01","iamb","umbrella","nisag-ch","false","true",1,1,2011-11-02 10:35:53,9,"FVC94 76.198.225.74",94,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","76.179.18.106","fixed4b01","iamb","ipod","nisag-ch","false","false",1,NA,2011-11-01 14:31:50,47,"PYK11 76.179.18.106",11,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"sag-ch","216.134.251.175","fixed4b01","trochee","plant","sige-t","false","false",1,NA,2011-11-01 17:04:28,49,"VDG20 216.134.251.175",20,"test.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","","a",FALSE,"","",FALSE,FALSE
"sag-ch","71.218.62.224","fixed4b01","iamb","globe","nisag-ch","false","true",1,2,2011-11-02 12:15:14,15,"PKR98 71.218.62.224",98,"train.ejs",TRUE,FALSE,"sag-chni","a","trochee","sagəʧ","a","aa",FALSE,"a-","trochee",TRUE,FALSE
