"","X","X.2","X.1","participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.experiment_type.to_s.downcase","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","shape","vowel","group","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"3611",3611,4071,7361,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:25:45 UTC","fixed","iamb","testing",23,NA,"e","trochee","kef-t",1,"kof-t",0,"kef-tni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","e","iamb","kefət","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"3612",3612,4072,7362,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:25:53 UTC","fixed","iamb","testing",24,NA,"a","iamb","b-tak",1,"b-takni",0,"b-tok","false",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","bətak","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"3613",3613,4073,7363,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:03 UTC","fixed","iamb","testing",25,NA,"a","iamb","m-raf",1,"m-rafni",0,"m-rafni","false",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","məraf","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3614",3614,4074,7364,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:11 UTC","fixed","iamb","testing",26,NA,"e","trochee","sheb-f",1,"shob-f",0,"sheb-fni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","e","iamb","shebəf","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"3615",3615,4075,7365,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:21 UTC","fixed","iamb","testing",27,NA,"e","iamb","k-shel",1,"k-shol",0,"k-shelni","false",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","kəshel","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"3616",3616,4076,7366,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:29 UTC","fixed","iamb","testing",28,NA,"a","iamb","br-gam",1,"br-gamni",0,"br-gom","false",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","brəgam","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"3617",3617,4077,7367,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:37 UTC","fixed","iamb","testing",29,NA,"a","trochee","sag-ch",1,"sag-chni",0,"sag-chni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","sagəch","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3618",3618,4078,7368,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:46 UTC","fixed","iamb","testing",30,NA,"a","trochee","past-f",1,"past-fni",0,"past-fni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","pastəf","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3619",3619,4079,7369,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:26:53 UTC","fixed","iamb","testing",31,NA,"e","iamb","st-fet",1,"st-fot",0,"st-fot","false",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","stəfet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3620",3620,4080,7370,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:27:05 UTC","fixed","iamb","testing",32,NA,"e","iamb","t-gep",2,"t-gop",0,"t-got","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","təgep","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3621",3621,4081,7371,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:27:17 UTC","fixed","iamb","testing",33,NA,"e","iamb","b-ndef",1,"b-ndof",0,"b-defni","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","bəndef","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"3622",3622,4082,7372,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:27:26 UTC","fixed","iamb","testing",34,NA,"e","iamb","m-pek",1,"m-pok",0,"m-pok","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","məpek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3623",3623,4083,7373,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:27:34 UTC","fixed","iamb","testing",35,NA,"e","trochee","brez-l",1,"broz-l",0,"b-zok","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","e","iamb","brezəl","o","eo",TRUE,"-o","iamb",FALSE,FALSE
"3624",3624,4084,7374,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:27:44 UTC","fixed","iamb","testing",36,NA,"u","iamb","b-chuk",1,"b-chik",0,"b-tok","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","u","iamb","bəchuk","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"3625",3625,4085,7375,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:27:53 UTC","fixed","iamb","testing",37,NA,"u","trochee","fun-l",1,"fin-l",0,"f-nulni","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","u","iamb","funəl","u","uu",FALSE,"-u","iamb",FALSE,FALSE
"3626",3626,4086,7376,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:28:03 UTC","fixed","iamb","testing",38,NA,"u","iamb","g-sut",1,"g-sit",0,"g-suitni","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","u","iamb","gəsut","","u",FALSE,"","",FALSE,FALSE
"3627",3627,4087,7377,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:28:17 UTC","fixed","iamb","testing",39,NA,"u","trochee","sutr-f",1,"sitr-f",0,"srt-tni","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","u","iamb","sutrəf","","u",FALSE,"","",FALSE,FALSE
"3628",3628,4088,7378,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:28:30 UTC","fixed","iamb","testing",40,NA,"u","trochee","kush-t",1,"kish-t",0,"c-zok","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","u","iamb","kushət","o","uo",FALSE,"-o","iamb",FALSE,FALSE
"3629",3629,4089,7379,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:28:38 UTC","fixed","iamb","testing",41,NA,"a","trochee","skak-l",1,"skak-lni",0,"s-ki","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","skakəl","i","ai",FALSE,"-i","iamb",FALSE,FALSE
"3630",3630,4090,7380,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:28:49 UTC","fixed","iamb","testing",42,NA,"u","iamb","ch-mum",1,"ch-mim",0,"ch-monni","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","u","iamb","chəmum","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"3631",3631,4091,7381,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:29:03 UTC","fixed","iamb","testing",43,NA,"u","iamb","fr-kuf",1,"fr-kif",0,"p-kif","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","u","iamb","frəkuf","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3632",3632,4092,7382,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:29:14 UTC","fixed","iamb","testing",44,NA,"u","trochee","gun-k",1,"gin-k",0,"g-nok","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","u","iamb","gunək","o","uo",FALSE,"-o","iamb",FALSE,FALSE
"3633",3633,4093,7383,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:29:25 UTC","fixed","iamb","testing",45,NA,"a","iamb","pr-nash",1,"pr-nashni",0,"pr-nok","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","prənash","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"3634",3634,4094,7384,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:29:35 UTC","fixed","iamb","testing",46,NA,"u","iamb","t-shuf",1,"t-shif",0,"tr-zif","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","u","iamb","təshuf","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3635",3635,4095,7385,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:25:30 UTC","fixed","trochee","learning",1,NA,"a","trochee","skak-l",1,"skak-lni",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"trochee","a","trochee","skakəl","","a",FALSE,"","",FALSE,FALSE
"3636",3636,4096,7386,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:25:37 UTC","fixed","trochee","learning",2,NA,"e","trochee","sheb-f",1,"shob-f",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"trochee","e","trochee","shebəf","","e",FALSE,"","",FALSE,FALSE
"3637",3637,4097,7387,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:25:45 UTC","fixed","trochee","learning",3,NA,"u","trochee","prus-m",1,"pris-m",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"trochee","u","trochee","prusəm","","u",FALSE,"","",FALSE,FALSE
"3638",3638,4098,7388,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:25:50 UTC","fixed","trochee","learning",4,NA,"a","iamb","s-sach",1,"s-sachni",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"iamb","a","trochee","səsach","","a",FALSE,"","",FALSE,FALSE
"3639",3639,4099,7389,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:25:57 UTC","fixed","trochee","learning",5,NA,"a","iamb","ch-pak",1,"ch-pakni",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"iamb","a","trochee","chəpak","","a",FALSE,"","",FALSE,FALSE
"3640",3640,4100,7390,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:26:02 UTC","fixed","trochee","learning",6,NA,"u","trochee","fun-l",1,"fin-l",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"trochee","u","trochee","funəl","","u",FALSE,"","",FALSE,FALSE
"3641",3641,4101,7391,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:26:08 UTC","fixed","trochee","learning",7,NA,"a","trochee","bal-d",1,"bal-dni",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"trochee","a","trochee","baləd","","a",FALSE,"","",FALSE,FALSE
"3642",3642,4102,7392,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:26:13 UTC","fixed","trochee","learning",8,NA,"u","trochee","lup-t",1,"lip-t",1,"","false",1962,"north carolina","","none","true","Female",FALSE,"trochee","u","trochee","lupət","","u",FALSE,"","",FALSE,FALSE
"3643",3643,4103,7393,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:26:36 UTC","fixed","trochee","learning",9,NA,"e","trochee","kref-m",1,"krof-m",1,"KROF-M","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","krefəm","","e",FALSE,"","",FALSE,FALSE
"3644",3644,4104,7394,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:26:47 UTC","fixed","trochee","learning",10,NA,"e","trochee","kef-t",1,"kof-t",1,"kof-t","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","kefət","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"3645",3645,4105,7395,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:27:00 UTC","fixed","trochee","learning",11,NA,"u","trochee","zum-p",1,"zim-p",1,"zim-p","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","zuməp","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"3646",3646,4106,7396,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:27:16 UTC","fixed","trochee","learning",12,NA,"e","trochee","fren-p",1,"fron-p",1,"fron-p","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","frenəp","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"3647",3647,4107,7397,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:27:33 UTC","fixed","trochee","learning",13,NA,"a","iamb","r-zal",1,"r-zalni",1,"r-zal-ni","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","a","trochee","rəzal","a","aa",FALSE,"","",FALSE,FALSE
"3648",3648,4108,7398,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:27:58 UTC","fixed","trochee","learning",14,NA,"a","trochee","zant-m",1,"zant-mni",1,"z-antmni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","a","trochee","zantəm","a","aa",FALSE,"-a","iamb",FALSE,FALSE
"3649",3649,4109,7399,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:28:11 UTC","fixed","trochee","learning",15,NA,"e","trochee","zedr-m",1,"zodr-m",1,"zodr-m","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","zedrəm","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"3650",3650,4110,7400,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:28:24 UTC","fixed","trochee","learning",16,NA,"u","trochee","shund-f",1,"shind-f",1,"shend-f","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","shundəf","e","ue",FALSE,"e-","trochee",TRUE,FALSE
"3651",3651,4111,7401,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:28:38 UTC","fixed","trochee","testing",17,NA,"u","iamb","g-sut",1,"g-sit",0,"g-sit","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","u","trochee","gəsut","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3652",3652,4112,7402,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:28:46 UTC","fixed","trochee","testing",18,NA,"u","trochee","lup-t",1,"lip-t",0,"lip-t","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","lupət","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"3653",3653,4113,7403,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:29:01 UTC","fixed","trochee","testing",19,NA,"e","trochee","lef-p",1,"lof-p",0,"lif-p","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","lefəp","i","ei",FALSE,"i-","trochee",TRUE,FALSE
"3654",3654,4114,7404,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:29:12 UTC","fixed","trochee","testing",20,NA,"e","trochee","sef-k",1,"sof-k",0,"sef-kni","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","sefək","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"3655",3655,4115,7405,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:29:21 UTC","fixed","trochee","testing",21,NA,"e","trochee","zedr-m",1,"zodr-m",0,"zedr-mni","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","zedrəm","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"3656",3656,4116,7406,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:29:31 UTC","fixed","trochee","testing",22,NA,"a","iamb","r-zal",1,"r-zalni",0,"rzal-ni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","a","trochee","rəzal","a","aa",FALSE,"a-","trochee",FALSE,FALSE
"3657",3657,4117,7407,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:29:47 UTC","fixed","trochee","testing",23,NA,"u","iamb","p-dul",1,"p-dil",0,"pdul-ni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","u","trochee","pədul","u","uu",FALSE,"u-","trochee",FALSE,FALSE
"3658",3658,4118,7408,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:01 UTC","fixed","trochee","testing",24,NA,"a","trochee","taz-p",1,"taz-pni",0,"taz-pni","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","a","trochee","tazəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3659",3659,4119,7409,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:11 UTC","fixed","trochee","testing",25,NA,"a","iamb","st-sham",1,"st-shamni",0,"st-shamni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","a","trochee","stəsham","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3660",3660,4120,7410,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:20 UTC","fixed","trochee","testing",26,NA,"u","trochee","prus-m",1,"pris-m",0,"prus-mni","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","prusəm","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"3661",3661,4121,7411,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:29 UTC","fixed","trochee","testing",27,NA,"u","iamb","kl-put",1,"kl-pit",0,"kl-putni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","u","trochee","kləput","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"3662",3662,4122,7412,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:38 UTC","fixed","trochee","testing",28,NA,"a","trochee","past-f",1,"past-fni",0,"past-fni","false",1962,"north carolina","","none","true","Female",TRUE,"trochee","a","trochee","pastəf","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3663",3663,4123,7413,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:47 UTC","fixed","trochee","testing",29,NA,"e","iamb","pl-zek",1,"pl-zok",0,"pl-zekni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","e","trochee","pləzek","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"3664",3664,4124,7414,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:30:56 UTC","fixed","trochee","testing",30,NA,"u","iamb","s-fup",1,"s-fip",0,"s-fupni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","u","trochee","səfup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"3665",3665,4125,7415,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:31:04 UTC","fixed","trochee","testing",31,NA,"a","iamb","shr-dad",1,"shr-dadni",0,"shr-dadni","false",1962,"north carolina","","none","true","Female",TRUE,"iamb","a","trochee","shrədad","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3666",3666,4126,7416,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:31:13 UTC","fixed","trochee","testing",32,NA,"u","iamb","dr-tup",1,"dr-tip",0,"dr-tup","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","u","trochee","drətup","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"3667",3667,4127,7417,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:31:25 UTC","fixed","trochee","testing",33,NA,"a","trochee","parn-k",1,"parn-kni",0,"pa-nk","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","a","trochee","parnək","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3668",3668,4128,7418,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:31:33 UTC","fixed","trochee","testing",34,NA,"a","iamb","dr-nap",1,"dr-napni",0,"dr-nop","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","a","trochee","drənap","o","ao",FALSE,"-o","iamb",TRUE,FALSE
"3669",3669,4129,7419,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:31:44 UTC","fixed","trochee","testing",35,NA,"a","trochee","fas-m",1,"fas-mni",0,"f-somni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","a","trochee","fasəm","o","ao",FALSE,"-o","iamb",FALSE,FALSE
"3670",3670,4130,7420,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:31:57 UTC","fixed","trochee","testing",36,NA,"e","iamb","tr-mel",1,"tr-mol",0,"tr-melni","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","e","trochee","trəmel","e","ee",FALSE,"-e","iamb",TRUE,FALSE
"3671",3671,4131,7421,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:32:05 UTC","fixed","trochee","testing",37,NA,"u","trochee","sutr-f",1,"sitr-f",0,"su-trfni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","sutrəf","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"3672",3672,4132,7422,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:32:21 UTC","fixed","trochee","testing",38,NA,"u","trochee","gun-k",1,"gin-k",0,"gu-nekni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","gunək","","u",FALSE,"","",FALSE,FALSE
"3673",3673,4133,7423,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:32:30 UTC","fixed","trochee","testing",39,NA,"e","iamb","m-pek",1,"m-pok",0,"m-pakni","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","e","trochee","məpek","a","ea",FALSE,"-a","iamb",TRUE,FALSE
"3674",3674,4134,7424,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:32:39 UTC","fixed","trochee","testing",40,NA,"a","iamb","b-tak",1,"b-takni",0,"b-takni","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","a","trochee","bətak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3675",3675,4135,7425,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:32:52 UTC","fixed","trochee","testing",41,NA,"u","trochee","bluk-m",1,"blik-m",0,"blu-comni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","u","trochee","blukəm","","u",FALSE,"","",FALSE,FALSE
"3676",3676,4136,7426,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:33:10 UTC","fixed","trochee","testing",42,NA,"e","iamb","n-dep",1,"n-dop",0,"n-dpni","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","e","trochee","nədep","","e",FALSE,"","",FALSE,FALSE
"3677",3677,4137,7427,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:33:18 UTC","fixed","trochee","testing",43,NA,"a","trochee","skak-l",1,"skak-lni",0,"s-kalni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","a","trochee","skakəl","a","aa",FALSE,"-a","iamb",FALSE,FALSE
"3678",3678,4138,7428,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:33:27 UTC","fixed","trochee","testing",44,NA,"e","trochee","kef-t",1,"kof-t",0,"k-fetni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","kefət","e","ee",FALSE,"-e","iamb",FALSE,FALSE
"3679",3679,4139,7429,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:33:41 UTC","fixed","trochee","testing",45,NA,"e","trochee","kresh-k",1,"krosh-k",0,"kr-shukni","true",1962,"north carolina","","none","true","Female",TRUE,"trochee","e","trochee","kreshək","u","eu",FALSE,"-u","iamb",FALSE,FALSE
"3680",3680,4140,7430,"LARVID",831,"HCF830","2011-03-30 14:24:27 UTC","2011-03-30 14:33:53 UTC","fixed","trochee","testing",46,NA,"e","iamb","sm-ref",1,"sm-rof",0,"sm-rfni","true",1962,"north carolina","","none","true","Female",TRUE,"iamb","e","trochee","sməref","","e",FALSE,"","",FALSE,FALSE
"3681",3681,4141,7431,"larbeddy",832,"BTS831","2011-03-30 14:37:37 UTC","2011-03-30 14:38:29 UTC","fixed","iamb","learning",1,NA,"a","iamb","s-sach",1,"s-sachni",2,"","false",1983,"United States","","","true","Female",FALSE,"iamb","a","iamb","səsach","","a",FALSE,"","",FALSE,FALSE
